crc,rndinten,expinten
134754174,.00028191073,.43364134
134756196,.042777956,.055248383
134757367,.0094226217,.027538873
134758124,.0088000391,.43295866
134758693,.0021363248,.0052968049
134758829,.00014240957,.74527025
134759768,.011982629,.13483177
134779080,.00093697524,.93863338
134779232,.00025767557,.23295282
134779304,.0027228389,.40866521
134779400,.010387411,.048209567
13477946X,.011476401,.034085386
134779697,.00075844605,.10230378
13477970X,.0096424669,.28811267
134785261,.0071602655,.032854896
134789270,.0023624816,.00078868069
134793114,.0016603415,.22390892
134794408,.0012014417,.027366173
134840072,.00019516765,.036797468
134843222,.019869126,.000019039024
134843441,.0033742108,.095397048
134872365,.063146383,.0059984634
134872875,.0059880242,.064709291
134876753,.019301293,.0011580776
134878054,.026740672,.0013671101
134878206,.0027273332,.028603738
134880023,.016114037,.077769302
134881042,.00032383419,.53853625
134881704,.0018856066,.024135763
134882010,.00034402683,.33052379
134882336,.0076754387,.042178363
134884120,.0064719934,.018355912
134885430,.00074930419,.051273815
134885561,.0052827843,1
134886716,.010444445,.41977778
134890272,.0014296855,.25565377
134890491,.0024994614,.032837752
134892323,.0035583463,.67043436
134897546,.0013172338,.39692646
134898282,.010126162,.0048694112
134900426,.0025298158,.0039754244
134901146,.028786695,.20314166
134905382,.00085278496,.68870914
134908663,.010661928,.012972012
134918466,.00039617487,.86162567
134923345,.025585094,.10483981
134967807,.02501446,.20980336
134977546,.0017648586,.006955619
135591821,.00027853699,.19998956
135598492,.004754358,.40570524
135621349,.00022550965,.099630162
135655135,.0025167784,.052852347
135666061,.011426979,.037904125
13571131X,.00046794571,.0074871313
13576071X,.0040000002,1
135775049,.081176467,.12588236
135793087,.0050280411,.035389673
135847161,.0033664636,.92016673
135849618,.001493652,.17923824
135890776,.0013934085,.014650614
135891197,.002364998,.27788725
135892421,.00058074115,.11192576
13589315X,.0054216967,.0059212116
135893598,.00084116281,.032078244
135894523,.000078196274,.021269387
135895761,.057439789,.062138278
135895841,.000219789,.33488852
135897118,.0072646085,.097239114
135899420,.0073965536,.002815854
135903098,.00017310023,.064220183
135903880,.00021994134,.041158978
135904189,.0094221085,.0012703578
135905747,.0025587324,.35012928
135994989,.010107198,.11485451
136000616,.0019279377,.041710857
136001109,.0069248644,.014801772
136002574,.0001217356,.35095793
136004238,.00021777267,.58334041
136005177,.023516696,.20510648
136007447,.0023244743,.76853997
136007631,.0055927052,.030395137
136008036,.0019976434,.5310635
136008183,.0098098936,.092606977
136009549,.0059166509,.23756307
136297894,.0013628399,.97189951
136324338,.00057753391,.031417847
136344531,.0023728814,.26576272
136348890,.00049324258,.6905396
136360718,.0067817136,.58310628
136368883,2.7857482e-06,.022327771
136371265,.0025829587,.4454388
136371652,.0024460074,.093643762
136374765,.042918455,.068669528
136379670,.00011800422,.30201572
13638041X,.00095961615,.088364653
136381594,.0022491901,.46128929
136384672,.037320256,.0098911142
136443759,.00078483298,.55449313
136805182,.0019349845,.14396285
136920834,.02707137,.24610336
137099187,.00036614388,.29523402
137118157,.0027736686,.54086536
137153454,.021573814,.29587534
137155126,.00068540097,.038382452
137158167,.0012708587,.20297822
137158351,.0045236335,.06416174
137158570,.0039670113,.048961271
137158984,.0043331077,.028571429
137159629,.00062827225,.17528796
137159776,.0010787486,.0332871
137161614,.0075739645,.1183432
13716222X,.001784266,.94549876
137162967,.013368984,.0096256686
137163011,.033729687,.040125065
137163863,.0066652331,.10191356
137163943,.00030536894,.12195325
137164495,.00011219567,.046224616
137164591,.00047886986,.0083802231
137164647,.00089149928,.037914939
137166327,.0026466695,.02257021
137167143,.0038387715,.042738322
137179902,.00024748186,.14848912
137220434,.012706675,.23453766
137370360,.001247179,.24646632
137375233,.00019586721,.022524728
137385570,.0039781202,.19169568
137404583,.0011289867,.20872143
137516729,.029585799,.23668639
137550871,.020262446,.012543419
137561263,.0027799013,.040076911
137592908,.0014733433,.018516835
137691930,.0061718752,.24609375
137692466,.00017400383,.037932836
137693880,.0033781952,.40271881
13769391X,.00023113906,.43782359
137694314,.041149262,.44380507
137696002,.00010642827,.082801193
137696555,.019396294,.47424147
137697830,.00019967197,.44120374
137698227,.0051979376,.12628908
137698921,.0083766235,.023701299
137701035,.0019364682,.22330472
137701641,.029156543,.16163369
137702126,.0044705137,.036937222
137702150,.00083082909,.95722115
137702580,.0014665445,.37396884
137702628,.0050152107,.033811387
13770288X,.00053603336,.27319834
137703655,.0028621813,.10919696
137710724,.0026496565,.22080471
137714223,.010180864,.61391485
137731648,.0047289156,.014909638
137749303,.0052530887,.6735751
13774967X,.05109157,.0085278954
137751761,.025784014,.010250152
137765354,.00040243907,.45188245
137767675,.0011015743,.03171616
138063960,.0053120852,.3103143
138065755,.0042857141,1
138067670,.0011729173,.019939594
138088156,.012308998,.025466893
138111045,.014757315,.067474194
138129018,.0045679077,.11095767
138130748,.0016299918,.31377342
138130764,.0053470437,.29897171
138133041,.016831683,.022277229
