crc,indtype,rndinten,expinten
JL3102525,2031,0,0
JS0603039,1921,0,0
JS0613202,2021,0,0
JS0613587,3450,0,0
JS061810X,4311,0,0
JS062901X,3020,0,0
JS071824X,2651,0,0
JS0728050,2659,0,0
JS0737803,2619,0,0
JS0737854,1810,0,0
JS0800649,3762,0,0
JS091446X,2440,0,0
JS0916692,3762,0,0
JS1000010,2520,.002037074,.044979457
JS3844241,3483,0,0
JS400288X,1722,0,0
JS4729149,1725,0,0
JS4729202,1810,0,1
JS4803070,3523,0,0
JS4824920,1311,0,0
JS4824947,3383,0,0
JS4825106,1351,0,.83928573
JS5235212,1771,0,0
JS5642299,2440,0,.85448092
JS5802838,1711,0,0
JS5802897,1359,0,.98235291
JS5802969,2960,0,1
JS5803873,2520,0,0
JS5804032,2520,.0058823531,0
JS580944X,3538,0,0
JS5809503,3538,0,0
JS5809538,3538,0,0
JS5810811,2440,0,1
JS5811793,1723,0,.15682657
JS5812518,1810,0,0
JS5816033,1352,0,.32917404
JS5816068,1352,0,.62295079
JS5816105,1351,0,.30567685
JS5819250,3538,0,.80769229
JS5820067,1351,0,.31888157
JS5820120,1351,0,.36257309
JS5820235,3538,0,.73822343
JS582085X,1810,0,0
JS5821561,2710,0,0
JS5823348,1351,0,0
JS5882815,1351,0,.25648764
JS6007051,1810,0,1
JS6014497,1810,0,1
JS601450X,1810,0,1
JS6014518,1923,0,1
JS6014534,2822,0,0
JS6014585,3561,0,0
JS6020109,1743,0,0
JS6020141,3121,0,0
JS6020299,3129,0,0
JS6020424,2990,0,0
JS6020459,1749,0,0
JS6020467,1810,.014145272,0
JS6020512,3561,.01242236,0
JS6030016,1719,0,0
JS6030024,3539,0,0
JS6030032,2021,0,0
JS6030040,1492,0,0
JS6030059,2651,0,0
JS6030075,1830,0,0
JS6030083,4069,0,0
JS6030091,2750,0,0
JS6030104,2021,0,0
JS6030112,3539,0,0
JS6030120,1390,0,0
JS6030139,2021,0,0
JS6030219,2230,0,0
JS6030796,3491,.0081967209,0
JS6030913,3647,0,0
JS6030999,1312,0,0
JS6031350,2689,0,0
JS6031772,3654,0,1
JS6031852,2750,0,0
JS6032054,1313,0,0
JS6032177,4069,.0006814815,0
JS6032310,1771,0,0
JS6032353,2681,0,0
JS603309X,2615,0,0
JS6033153,1771,0,0
JS6160021,1311,0,0
JS6160064,4041,0,0
JS6160072,1721,0,0
JS6170756,1810,0,0
JS6170764,4219,0,0
JS6170772,1311,.00044996399,0
JS6172479,2031,0,0
JS617356X,1311,0,0
JS6173754,1351,0,0
JS6220354,1342,0,0
JS6350511,1390,0,0
JS635052X,1311,0,0
JS6350538,2615,0,0
JS6350554,1810,0,0
JS680902X,3489,0,1
JS6809097,4317,0,0
JS6809134,1773,0,1
JS6809169,1313,0,0
JS6809185,1311,0,0
JS6809230,2029,0,0
JS9141707,1312,0,0
JS9402663,3499,0,0
JS940305X,3635,0,0
JS9751409,1342,0,0
JU0032827,4092,0,0
JU0504097,1722,0,.52721554
JU0529972,1723,0,.070873216
JU0530068,3040,0,0
JU0530228,1781,0,0
JU0530236,3571,0,0
JU0530287,2819,.01015204,.15925711
JU0530295,3622,0,.38018405
JU0530412,3571,0,0
JU053048X,3644,0,0
JU0530586,1722,.011591963,.92890263
JU053080X,2433,0,.32748538
JU0530922,1712,0,.27884614
JU0531159,3311,0,0
JU0531351,3523,0,0
JU0531554,1781,0,.20633803
JU0538078,3383,0,0
JU0538107,2822,0,0
JU0538123,4043,0,.37263626
JU0538158,2659,0,0
JU1162164,3515,0,0
JU1343344,4213,0,0
JU134534X,3010,0,0
JU1410754,3731,0,0
JU1410797,3020,0,0
JU1700153,2419,0,0
JU2152611,2990,0,0
JU2200054,2622,0,0
JU2223221,3181,0,0
JU2301576,1499,0,0
JU2319151,3571,0,0
JU2324444,2230,0,0
JU2324452,3030,0,0
JU2324460,1435,0,1
JU2324487,4312,0,0
JU2324495,3136,.008163265,0
JU2324508,3136,0,0
JU2532534,3624,0,0
JU2599990,1311,0,0
JU2600082,2021,0,0
JU2750064,3040,0,0
JU2750072,2021,0,0
JU2750101,3571,0,0
JU2762428,2021,0,.12056493
JU2762436,2021,0,.43935052
JU2762444,2021,0,0
JU2800017,1441,0,0
JU2803613,1771,.00083333335,0
JU2804616,2221,0,0
JU2853856,3647,0,0
JU2867860,3483,0,0
JU2870875,3571,0,0
JU2896899,3240,.0038071065,0
JU2905900,1722,0,0
JU3017016,1729,0,.2791411
JU3574576,4160,0,1
JU3600746,3121,.021333333,0
JU3754753,4069,0,0
JU4515228,3541,0,.49898168
JU4515236,3568,0,.72226763
JU4525004,1923,0,.46485713
JU4565508,1722,0,0
JU4565532,1722,0,0
JU4565815,3647,0,.77942091
JU4566340,4160,0,0
JU4567757,1722,0,.91596639
JU4568071,1722,.0040584416,1
JU4568135,1722,0,0
JU4568143,1722,0,.016129032
JU4585058,1790,0,0
JU4604984,4172,.0017246401,.57180637
JU4630285,2021,.0075294119,0
JU4665306,3727,0,0
JU4680442,2822,0,.14009379
JU4685227,2659,0,0
JU4705873,3727,0,0
JU4770157,3090,0,0
JU4780080,2530,0,0
JU4780267,3499,0,0
JU4925198,2710,0,.89724678
JU4927388,1810,0,0
JU5137134,3499,.0017624251,0
JU5181469,3727,0,0
JU5190963,3182,0,.79963899
JU5247704,3110,0,0
JU5257558,3568,0,0
JU5277962,3110,0,0
JU5287829,2221,0,0
JU5302865,2319,0,0
JU5302937,3561,0,0
JU5303219,3240,0,0
JU5303227,4241,0,0
JU5411017,1321,0,0
JU5436433,3571,0,0
JU550036X,3090,0,0
JU5500407,3190,0,0
JU5500909,1352,0,0
JU5502496,3010,0,0
JU550255X,3240,0,0
JU5603326,3133,0,0
JU5698695,1319,0,0
JU5721007,3020,.0010033444,0
JU5805868,2624,0,0
JU5902174,1312,0,0
JU5902203,1312,0,0
JU5902502,1312,0,0
JU5902967,4392,0,0
JU5903169,3190,0,0
JU590409X,3571,0,0
JU5904102,1311,0,0
JU5904110,1312,0,0
JU5904129,1311,0,0
JU5904137,1312,0,0
JU5904145,3139,0,0
JU5904161,1312,0,0
JU5904188,2664,0,0
JU6000797,3240,0,0
JU6001036,1810,0,.74166667
JU6001853,1351,0,0
JU6001933,2031,0,0
JU6011138,3133,0,0
JU6013491,1499,0,1
JU6019463,1390,0,1
JU6019682,1311,0,0
JU6019690,1311,0,0
JU601972X,1314,0,0
JU6019973,1411,0,0
JU6050057,1722,0,0
JU6084089,1729,0,.6277464
JU6100106,1729,0,0
JU6103104,1312,0,0
JU6103542,3136,0,0
JU6106364,1312,0,0
JU6108669,3190,0,0
JU6111163,1311,0,0
JU6111921,3133,.00048309178,0
JU6115113,1723,0,.30711797
JU6119827,1312,0,0
JU6135827,4160,.0010649627,.41640043
JU6150402,1311,0,0
JU6150437,1311,0,0
JU6150461,1311,0,0
JU6150496,3142,0,.025052192
JU6151149,3679,0,0
JU6151173,4351,0,0
JU6151237,4071,0,.11466666
JU6152686,3190,0,.45614034
JU6153638,4073,0,0
JU6154817,1311,.0024600246,0
JU6154841,2021,.0012642225,0
JU6160790,4073,0,0
JU6161187,3190,0,0
JU6161195,3190,0,1
JU6161208,1311,0,0
JU6161232,1311,0,0
JU6161267,1311,0,0
JU6162366,2221,0,0
JU6162390,4071,0,0
JU6163625,3142,0,0
JU6198190,4011,0,0
JU6203201,3562,0,0
JU6228222,2710,0,0
JU6231237,1722,0,.29251865
JU6264266,3541,0,0
JU6300036,3121,0,0
JU6300044,2023,0,0
JU6458458,4091,0,0
JU6487486,4013,0,0
JU6504506,2672,0,0
JU6572576,1723,0,0
JU6687680,1925,0,.87201363
JU6694696,3220,0,0
JU6900592,3569,0,0
JU6909626,1322,0,0
JU6910918,3499,0,0
JU7400952,1724,0,.15321757
JU7405278,1351,0,0
JU7440399,2664,0,.12112403
JU7445747,3541,0,0
JU7460795,3020,0,0
JU7480534,1512,0,0
JU7480550,2672,0,0
JU7481190,3740,0,0
JU7481203,2659,0,0
JU750839X,2651,.0047675804,0
JU7508576,2617,0,.31574199
JU7610669,2040,0,1
JU7632665,2230,0,0
JU763277X,1722,0,0
JU7640032,3571,0,0
JU7640083,3123,0,0
JU7641967,3030,0,0
JU7645343,3533,0,0
JU7982980,3321,0,0
JU7983983,2671,0,0
JU7984986,1723,.0016110134,.5916813
JU7985989,1781,0,0
JU7991991,3727,0,0
JU7993997,3182,0,0
JU7995992,4079,0,.23188406
JU7996995,4160,0,0
JU7997998,3647,0,0
JU7998990,3240,0,0
JU8000002,3541,0,0
JU8000010,3740,.023931624,1
JU8010091,1390,0,0
JU8010139,1390,0,0
JU8015239,1742,0,0
JU8018499,1529,.00068073522,0
JU8019635,1711,0,0
JU8035563,3131,0,0
JU8035918,1713,0,0
JU8039812,1351,0,0
JU8039927,2651,0,0
JU8351355,3740,0,0
JU8705707,3732,0,.42283106
JU870670X,3740,0,1
JU8707702,2672,.0015564202,.47444877
JU8708705,4099,0,0
JU902513X,4069,0,0
JU9025893,3090,0,0
JU9200006,3571,0,0
JU9200014,3147,0,0
JU9200030,2440,0,0
JU9200049,2440,0,0
JU9200057,3689,0,0
JU9200065,3566,0,0
JU9200073,2619,0,0
JU9200081,2740,0,0
JU920009X,3431,0,0
JU9200102,3642,0,0
JU9200110,2440,0,0
JU9200129,3434,0,0
JU9200137,2710,0,0
JU9200145,3635,0,0
JU9200153,3465,0,0
JU9200161,1512,0,0
JU920017X,3123,0,0
JU9200225,3731,0,0
JU9200233,3461,0,0
JU9200241,2440,0,0
JU9423621,2633,0,0
JU9425889,3727,0,0
JU9430012,3431,0,0
JU9430020,3110,0,0
JU9430047,3431,0,0
JU9430063,3732,0,0
JU9430098,3565,0,0
JU9430119,4013,0,0
JU9430143,2651,0,0
JU9450961,2666,0,0
JU9900002,1722,0,.52153605
JX0051850,3732,0,0
JX0085831,1311,0,0
JX0102101,1311,0,0
JX0500177,3210,0,0
JX0700056,1439,0,0
JX0700064,2930,0,0
JX1000262,3220,0,0
JX1300097,1724,0,0
JX1300150,1342,0,0
JX1300193,3523,0,0
JX1300273,3124,0,0
JX1300281,1351,0,0
JX1399007,3030,0,0
JX1500312,4242,0,0
JX1500320,1810,0,0
JX1500339,3030,0,0
JX1500355,2440,0,0
JX1600364,3562,0,0
JX1700373,1521,0,0
JX1800390,1341,.0020746889,0
JX1800403,1341,0,0
JX1900412,2221,0,0
JX1900420,1390,0,0
JX2200450,3420,0,0
JX230046X,3383,0,0
JX2300478,1810,0,.21992753
JX809357X,4021,0,0
K12055223,3627,0,0
K12055266,4041,.0032085562,0
K12055477,2672,.003164557,0
K12055485,3383,0,0
K12055952,3090,.0049668876,.51324505
K12056066,2652,0,0
K12056162,4046,0,.51607585
K12056285,3179,0,0
K12056445,4063,0,0
K12056568,4012,0,0
K12056584,4041,0,0
K12056795,3512,0,0
K12057093,4160,0,.99084097
K12057237,3240,0,0
K12057667,3732,0,0
K12057704,3482,0,0
K12057712,3121,0,0
K12057827,3080,0,.61020035
K12058002,2110,0,0
K12058715,4111,0,0
K12059523,4013,0,0
K12059988,2110,0,0
K12060030,1498,.0021739129,0
K12060313,3090,0,.76234132
K12060479,2021,0,0
K13044016,1711,0,0
K13044323,2622,.00089153048,0
K1304450X,1810,0,.29144096
K25061390,3571,0,0
K26357839,3110,0,0
LA0010005,2021,0,0
LA0010013,1312,0,0
LA0110014,2681,0,0
LA0110022,1923,0,0
LA0110030,2740,0,0
LA0110049,1721,0,0
LA0110057,2413,0,0
LA0110065,3121,.0025083611,0
LA0110073,2611,.013245033,0
LA0110081,1390,.0097688045,0
LA011009X,3465,.0056004976,0
LA0110110,2110,.0077639753,0
LA0110129,1512,0,0
LA0189885,3121,0,0
LA0189893,2669,0,0
LA0189906,3383,0,0
LA0189914,3131,0,0
LA0189922,1414,0,0
LA0189930,3131,0,0
LA0189957,3442,0,0
LA0189965,1412,0,0
LA0189973,1492,0,0
LA0189981,1312,0,0
LA018999X,3123,0,0
LA019000X,3463,0,0
LA0190018,1341,0,0
LA0199928,2012,0,.79588014
LA0199936,1312,0,0
LA0199944,1312,0,0
LA0199952,1312,0,0
LA0199960,2011,0,1
LA0199979,2730,0,0
LA0199987,2622,0,0
LA0199995,2011,0,.75999999
LA0200001,3179,0,0
LA0800015,2021,0,0
LA0800023,2021,0,0
LA0800031,2021,0,0
LA080004X,2021,0,0
LA0800058,2021,.0003448276,0
LA0800066,3010,0,0
LA1055774,2611,0,0
LA1055782,1513,0,0
LA1055862,3632,.0022744504,.036391206
LA1360509,2740,0,0
LA1360517,1311,0,0
LA1480535,1311,0,0
LA1483218,3123,0,0
LA1565651,3525,.0046012271,0
LA156566X,1321,.011804384,0
LA157331X,3020,0,0
LA1578903,1512,0,0
LA1820018,2221,0,0
LA1940028,3571,0,0
LA2021701,3571,0,0
LA2040259,1311,0,0
LA2040267,2011,0,0
LA2040283,1771,0,0
LA2141906,3465,0,0
LA2141914,1721,0,.71633238
LA2141965,2440,0,.90766823
LA2141973,3482,0,0
LA2141981,2960,0,0
LA2142001,1512,0,0
LA2142095,2230,0,0
LA2142108,1512,0,0
LA2200013,3110,0,0
LA220003X,2622,0,0
LA2250096,2622,0,0
LA2250109,2720,0,0
LA2250117,1721,0,0
LA2250125,1312,0,0
LA2250133,1321,0,0
LA2365002,1390,0,0
LA238000X,1342,0,0
LA2380018,3312,0,0
LA2380026,3312,0,0
LA2380034,2011,0,0
LA2380042,3030,0,0
LA2380050,3030,0,0
LA2380069,3410,0,0
LA2380093,2011,0,0
LA2458217,2230,0,0
LA2458225,3050,0,.98294258
LA2458233,3050,0,0
LA2458241,3050,0,0
LA2458348,3030,0,0
LA2474153,2021,0,0
LA2474217,2021,0,0
LA2524018,4315,0,1
LA2524026,4315,0,1
LA2524042,3632,0,0
LA2524069,2619,0,.35552409
LA2524085,1312,0,0
LA2524106,4315,0,.92753625
LA2524114,3070,0,0
LA2524122,2110,0,0
LA2524130,1313,.013402062,0
LA2524149,1312,0,0
LA2524181,1342,0,0
LA252419X,3070,.0051366119,0
LA2524202,2012,0,0
LA2524210,2012,0,0
LA2525002,1512,0,0
LA2537476,3131,.0016339148,0
LA2540018,3040,0,0
LA2540026,1311,0,0
LA2540034,4045,0,0
LA2540042,2040,0,0
LA2540050,2040,0,0
LA2540069,1311,0,0
LA2540077,1719,0,0
LA2540093,2040,0,0
LA2540106,3131,0,0
LA2540114,3090,0,0
LA2540122,3131,0,0
LA2540130,2040,0,1
LA2540149,2221,0,0
LA2540157,2040,0,0
LA2540165,2110,0,0
LA2600033,1311,0,0
LA2600201,2031,0,0
LA2600260,2029,0,0
LA2600279,3121,0,0
LA2620050,1342,0,0
LA2620069,2312,0,0
LA2620077,2221,0,0
LA2620085,3010,0,0
LA2620093,3040,0,0
LA2620106,3491,0,0
LA2620114,3030,0,0
LA2620122,3030,0,0
LA2620130,3070,0,0
LA2620149,3625,0,0
LA2620157,3030,0,0
LA2620173,3139,0,0
LA2620181,1321,.011049724,1
LA262019X,1911,.0085959882,1
LA2620237,2688,0,0
LA2620245,1492,0,0
LA2620253,1810,0,0
LA2620261,2859,0,0
LA262027X,1931,0,0
LA2620288,3060,0,0
LA2713927,1413,0,0
LA2756433,1722,0,0
LA2756441,1311,0,0
LA2800019,2029,0,0
LA2900538,3030,0,0
LA3050096,1724,0,.48433048
LA3050125,3131,0,0
LA3247577,2033,0,0
LA3470015,1550,0,.27802691
LA4080780,1312,0,0
LA4081855,3148,0,0
LA4380011,2681,0,0
LA4495206,1711,0,0
LA5455038,2624,0,0
LA6589521,1311,0,0
LA6589986,2021,.0041666669,0
LA6590119,1321,0,0
LA6590135,1311,0,0
LA6593117,1311,0,0
LA6599690,1951,0,.85499316
LA7702514,4315,0,0
LA7802777,4392,0,.27948719
LA7804764,4392,0,.3037037
LA7811542,1321,0,0
LA7812908,2120,0,0
LA7812916,3121,0,0
LA7812932,1810,0,0
LA8100005,3060,.0016239316,.73923075
LA8100013,1711,0,0
LA810003X,1711,0,0
LA8100048,1390,.0012358946,.046211716
LA8100056,3567,0,0
LA8100064,3567,0,0
LA8100072,3110,0,0
LA8100080,1341,0,0
LA8100099,2230,0,0
LA8100101,3110,0,0
LA810011X,1729,0,0
LA8100144,3080,0,0
LA8100152,4041,0,0
LA8100160,3499,0,0
LA8100179,3110,0,0
LA8100187,4073,0,0
LA8100208,2851,.0014285714,0
LA8100216,4045,0,0
LA8100224,3110,0,0
LA8100232,4319,0,0
LA8100267,1499,.00038167939,0
LA8100275,3110,0,0
LA8100283,2221,0,0
LA8100320,3070,0,0
LA8100347,3567,0,0
LA8100371,1311,0,0
LA810038X,4045,0,0
LA8100507,2230,0,0
LA8100523,3110,0,0
LA8100531,1390,0,0
LA810054X,1719,0,0
LA8100558,3010,0,0
LA8100566,2851,0,0
LA8100574,1722,0,0
LA8100582,3060,0,1
LA8100603,2854,0,0
LA8100611,2821,0,0
LA810062X,2854,.0003076923,0
LA8100654,1911,0,0
LA8210028,3020,.0051046452,0
LA8210044,3133,0,0
LA8210052,1952,0,0
LA8310061,4041,0,0
LA8310109,4041,0,0
LA8310125,3124,0,0
LA8310141,3727,0,0
LA8310184,4041,0,0
LA8310192,2633,0,0
LA8311224,4041,.0097276261,0
LA8311232,1952,0,.2193664
LA8311240,3020,0,0
LA8311259,1523,0,0
LA8311267,2623,0,0
LA8311291,4041,0,0
LA8311320,1312,0,0
LA8311339,3169,0,0
LA8410679,2021,0,0
LA8411102,1711,0,0
LA8411129,3110,0,0
LA8411137,2021,0,0
LA8411145,3571,0,0
LA8411153,1810,.00070175441,0
LA8411161,2021,0,0
LH5590948,2031,0,0
LJ0854681,2023,0,0
LJ2369604,1390,0,0
LJ2369970,1390,0,0
LJ2375975,2221,0,0
LJ237602X,1439,0,0
LJ237610X,2031,0,0
LJ2376134,1321,0,0
LJ2376847,1762,0,0
LJ2376855,2677,.0049889949,0
LJ2376863,1499,0,0
LJ2376900,1390,0,0
LJ2376927,2011,0,0
LJ2376943,1515,0,0
LJ2380061,2224,.0035009547,0
LJ2401985,2023,.00022639801,0
LJ2402275,2710,0,0
LJ2409813,3134,0,0
LJ2431551,3155,0,0
LJ2602437,2319,0,0
LJ2602824,3571,0,0
LJ2602859,1321,0,0
LJ2602875,1312,0,0
LJ2602904,1312,0,0
LJ2603077,3131,0,0
LJ2603157,3465,0,0
LJ2603165,3123,0,0
LJ262162X,2615,0,0
LJ2720548,3110,0,0
LJ275721X,1512,0,0
LJ2800046,1342,0,0
LJ2806640,2687,0,0
LJ302777X,3571,0,0
LJ302902X,2221,0,0
LJ3029054,3010,0,0
LJ3150006,4041,0,0
LJ3200659,1493,.0030988534,0
LJ3217960,3642,0,0
LJ3251149,1610,0,0
LJ3253806,2570,0,0
LJ3455002,1390,0,0
LJ4222235,1523,0,0
LJ4411124,1321,0,0
LJ4411976,1321,0,0
LJ4411992,1321,0,0
LJ4591372,1332,0,0
LJ4591444,3124,0,0
LJ5491912,2031,0,0
LJ5612067,2031,0,0
LJ5946622,3136,0,0
LJ5949487,2110,0,0
LJ5949743,1522,0,0
LJ6160322,1522,0,0
LJ6602389,1522,0,0
LJ6602530,2624,0,0
LJ660312X,1390,0,.6168831
LJ6603752,2230,0,0
LJ6603971,1390,0,1
LJ6604149,1512,0,0
LJ660435X,3030,0,0
LJ6606048,2730,0,0
LJ6610813,1830,0,0
LJ6840053,1769,0,0
LJ685296X,1721,0,0
LJ6908302,3131,0,0
LJ6972160,1311,0,0
LJ6972208,1311,0,0
LJ7046791,1713,0,0
LJ7046839,1713,0,0
LJ729455X,4021,0,0
LJ7295341,1414,0,0
LJ7295376,2720,.0069172932,0
LJ735492X,3131,0,0
LJ7354954,3110,0,0
LJ7490227,1713,0,0
LJ7610719,2031,0,0
LJ7613071,2677,0,0
LJ7632707,1492,0,0
LN0276062,2530,0,0
LN0307201,2671,0,0
LN0307228,1810,.0021008404,0
LN2112096,1522,0,0
LN2119976,1314,0,0
LN2260005,3135,0,0
LN2260072,2530,0,0
LN2260232,2619,0,0
LN2260240,1512,0,0
LN2260304,2011,0,0
LN2261809,3220,0,0
LN2261892,3260,0,0
LN2262238,3220,0,.34742329
LN2262369,1522,0,0
LN2262713,2624,0,0
LN2262780,1311,0,0
LN2263505,3169,0,.51870227
LN2263804,1513,0,0
LN2264794,3260,0,0
LN2265412,1512,0,0
LN2265594,1512,0,0
LN2265746,1512,0,0
LN226599X,3169,0,0
LN2266001,2629,0,0
LN2270123,3169,0,0
LN2270422,3133,0,.32653061
LN2270633,1771,0,1
LN227065X,1771,0,.15377359
LN2271046,3590,0,.44061303
LN227145X,2631,0,0
LN2272460,3561,0,0
LN2272495,3542,0,0
LN2274474,1342,0,0
LN2280073,3169,0,.80589598
LN2280129,3240,0,0
LN2420304,3450,0,0
LN2420339,3619,0,0
LN2420355,3590,0,0
LN2460330,1773,0,0
LN2460349,3525,0,0
LN2460381,2664,.0099999998,0
LN2460410,2012,0,0
LN2460461,3525,0,0
LN246055X,3782,0,0
LN2460568,3030,0,0
LN2461325,3434,0,0
LN2461333,1451,0,0
LN3429300,2031,0,0
LN4206205,1722,0,0
LN420631X,2011,.00034648189,.11238451
LN4207451,2110,0,1
LN5670106,3731,.0039215689,0
LN5670464,1311,0,0
LN6152271,1351,0,.9686234
LN7110145,3240,0,0
LN711017X,1932,0,0
LN7110209,1890,0,0
LN7110655,3727,0,0
LN7376824,1810,0,0
LN7389959,1923,0,0
LN7723064,1311,0,0
LN7725254,3410,0,0
LN9752985,1492,0,0
LN9753435,3542,0,0
LS1000023,3531,0,0
LS1000912,1311,0,0
LS1010627,3571,0,0
LS101285X,2651,0,0
LS1013115,3132,0,0
LS1013203,3090,0,0
LS1014230,4317,0,.94017416
LS101429X,1311,0,0
LS1015700,1749,0,0
LS1018629,1723,0,0
LS1018792,2673,0,0
LS1018805,2669,0,0
NH0400011,1322,0,0
NH0700022,1921,0,0
NH0900139,1312,0,0
NH1300194,3134,0,0
NH1300207,2664,0,0
NH1300215,1729,0,.21991183
NJ0005895,1344,0,0
NJ0018354,3565,0,0
NJ001875X,2631,0,0
NJ0025036,3678,0,0
NJ0025124,2415,0,0
NJ0025140,2415,0,0
NJ0025191,1522,0,0
NJ0025474,1344,0,.30000001
NJ0065898,2319,0,0
NJ0069821,1781,.00039999999,0
NJ0085274,3727,0,0
NJ008532X,2312,.0027412281,0
NJ0131744,1499,0,0
NJ0134187,2110,0,0
NJ0139367,1781,0,.7764706
NJ0312641,3110,0,0
NJ0540265,4041,.00099601597,0
NJ0540273,1311,0,0
NJ0690409,3080,0,.33267716
NJ2011703,3240,0,0
NJ2011869,2021,0,.53944314
NJ2018569,3515,0,0
NJ2018577,1810,0,0
NJ2064522,3110,0,0
NJ2064530,1711,0,0
NJ2064549,1311,0,0
NJ2064557,1341,0,0
NJ2064565,3121,0,0
NJ2073525,1721,0,0
NJ2095011,3649,0,0
NJ3020011,3110,0,0
NJ3066669,3220,0,0
NJ3401658,2021,0,0
NJ3403100,1761,0,.9849602
NJ3403653,3131,0,0
NJ3822444,1313,0,0
NJ3822583,1311,0,0
NJ3823180,1311,0,0
NJ3823586,1311,0,0
NJ4028808,2110,0,0
NJ4028867,2110,0,0
NJ4030246,4041,0,0
NJ4043434,1313,0,0
NJ4045034,2611,0,0
NJ4050191,3434,0,0
NJ4050271,2021,0,0
NJ4068439,3525,0,0
NJ4068447,3571,0,0
NJ4068455,1313,0,0
NJ4105164,4041,0,0
NJ4105199,1413,0,0
NJ4105252,1522,0,0
NJ4117915,1925,0,0
NJ4117923,2415,0,0
NJ4123397,1521,0,0
NJ4172025,1775,0,0
NJ4172033,2110,0,0
NJ4172041,3020,0,0
NJ4172076,3571,0,0
NJ4172084,3571,0,0
NJ4172092,3136,0,0
NJ5025238,3132,0,0
NJ5025246,3131,0,0
NJ5041617,2230,0,0
NJ5042396,3210,0,0
NJ5042951,2040,0,.76829267
NJ504296X,2021,0,0
NJ5044316,2617,0,0
NJ504472X,3153,0,0
NJ5086823,3110,0,0
NJ5104569,1341,0,0
NJ5121254,1951,0,.079214193
NJ5124949,3151,0,0
NJ5125191,2673,0,0
NJ5138427,3483,0,0
NJ6029011,4319,0,0
NJ602902X,1761,0,1
NJ6029038,3060,0,0
NJ7000026,2685,0,0
NJ7000210,1312,0,0
NJ7000237,2981,0,0
NJ7024511,2684,0,0
NJ702452X,1342,0,0
NJ7024538,1929,0,0
NJ7024546,1311,0,0
NJ7024554,1311,0,0
NJ7043640,3654,0,0
NJ7044010,3110,0,0
NJ7044061,1743,0,.96056622
NJ7044117,3311,0,0
NJ7123747,2221,0,0
NJ7128732,2029,0,0
NJ7156022,2031,0,0
NJ8000001,1314,0,0
NJ800001X,1721,0,0
NJ8000028,2633,0,0
NJ8000036,3465,0,0
NJ8000044,1711,0,0
NJ8000052,4319,0,0
NJ8000060,2684,0,.51537359
NJ8000079,1781,0,0
NJ8000087,2629,0,0
NJ8015000,3131,0,0
NJ8015019,1313,0,0
NJ8015027,2040,.0073913042,0
NJ8015035,2031,0,0
NJ8015043,2221,0,0
NJ8015051,3110,0,0
NJ801506X,2730,0,0
NJ8015078,3110,0,0
NJ8015094,1311,0,0
NJ8015107,3121,0,0
NJ8015115,1321,0,0
NJ8015123,3050,0,0
NJ8015131,2221,0,0
NJ8034674,2221,0,0
NJ8034682,2040,0,0
NJ8068700,3133,0,0
NJ8068719,3133,0,0
NM0042064,1921,0,0
NM1504654,3571,0,0
NM2856299,1314,0,0
NM3740634,1341,0,0
NM374159X,1341,0,0
NM3770374,1342,0,0
NM3853049,1341,0,0
NM3854009,1341,0,0
NM3891379,1341,0,0
NM3915158,1341,0,0
NM3915182,1341,0,0
NM3915211,1341,0,0
NM391530X,1341,0,0
NM3943503,1341,0,0
NM4041958,3450,0,0
NM4041982,3450,0,0
NM4486893,3171,0,0
NM4490315,4317,0,0
NM4618438,3131,0,0
NM4620060,2615,0,0
NM4665605,3110,0,0
NM5170014,2617,.0019814053,0
NM5390754,1341,0,0
NM5402102,1342,0,0
NM5886629,3260,0,0
OS0651926,3564,0,0
OS0694213,1783,0,1
OS1100165,2659,0,0
OS1100181,3151,0,0
OS110019X,3151,0,0
OS1110523,3523,0,0
OS1114962,1342,0,0
OS1206090,3151,0,0
OS1289447,2689,0,.51735014
OS1309970,4319,0,1
OS1309989,1314,0,0
OS1309997,3155,0,.15631945
OS131709X,2022,0,0
OS132269X,2110,0,0
OS1323772,3465,0,0
OS1374996,2230,0,0
OS1430041,1341,0,0
OS1431810,1314,0,0
OS1432805,3110,0,0
OS1446449,3123,0,0
OS1447097,3132,0,0
OS1447142,3727,0,0
OS1447425,3569,0,0
OS1448081,3110,0,0
OS144809X,3110,0,0
OS1448444,2110,0,0
OS1449674,4314,0,0
OS1450499,1413,0,0
OS145772X,2750,0,.31048316
OS1460734,3110,0,0
OS1463548,3123,0,0
OS1481017,3110,0,0
OS1495611,2440,0,.41262135
OS149562X,2440,0,0
OS1495638,3136,0,0
OS1495646,4357,0,.41321003
OS1526078,2740,.001170549,0
OS152630X,3762,0,0
OS1526334,4314,0,.15159743
OS1526641,1312,0,0
OS1527003,1312,0,0
OS1528049,1312,0,0
OS1528161,1512,0,0
OS1528516,3721,.00015698587,0
OS1530560,3132,0,0
OS1530683,1312,0,0
OS1533198,2110,0,0
OS1533219,3132,0,0
OS1533235,2440,0,.20119224
OS1533243,3121,0,0
OS1533278,3131,0,0
OS153334X,4314,0,0
OS1533358,3134,0,0
OS1533390,2110,.00030211481,0
OS1533403,3123,.00020382373,0
OS153342X,4314,.00028563268,0
OS1533454,1810,.00017772091,0
OS1552946,3121,0,0
OS1552954,1420,0,0
OS1558774,1722,0,0
OS1558782,2230,0,0
OS1610034,2110,0,0
